person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Maxim Marin,maximmarin,maximmarin@zzup.ro,8240917207333,1999-02-28,"Aleea Barbu, Stei, 955711",0745 837 796,a2:91:fa:de:7c:62,143.91.234.71,RO59UNQN4843032381680409,2025-06-25 06:40:14,8753,736,454,821967,8a4ea4f1-dd5f-4354-a093-40e24e3aa969
Valter Dima,valterdima,valterdima@email.ro,3960810251856,1997-05-16,"Strada Barbu Nr. 98, Ocna Mures, 468254",0732 376 497,50:aa:c6:a5:fe:ed,43.215.78.222,RO41OZBB3254674733746015,2025-06-25 06:40:14,12432,239,657,1765969,8e2fa95f-549b-4198-ba42-8afb194cf827
Marian Ioniță,marianioniță,marianioniță@kappa.ro,5691223329759,1932-03-26,"Bulevardul Ardelean Nr. 335, Onesti, 727131",0751 185 779,88:1c:18:78:02:29,63.3.29.161,RO76CVZL8796567513384907,2025-06-25 06:40:14,13476,839,240,852841,92e38b52-096c-4552-a3fd-dfcd07c5b02c
Claudia Ionescu,claudiaionescu,claudiaionescu@141.ro,2721124307577,1953-07-25,"Intrarea Florea, Cluj-Napoca, 986745",0731 393 900,59:12:fc:a2:e9:86,72.72.37.177,RO23NJGD7221842928268267,2025-06-25 06:40:14,14714,379,97,1206790,02bc7d5f-5767-424b-a87a-1707e482d81f
Iancu Gheorghiu,iancugheorghiu,iancugheorghiu@post.ro,2070429238154,1976-12-23,"Intrarea Ene, Sadova, 354284",0250 091 783,75:27:3c:66:e8:24,209.156.199.194,RO37TIID1734725462236242,2025-06-25 06:40:14,31688,276,130,1575652,f3b978e5-4540-4ed0-a94b-4545ab4aaefa
Paulina Dinu,paulinadinu,paulinadinu@post.ro,2691028386096,1951-07-24,"Drumul Preda, Segarcea, 120356",0233 309 766,5b:5c:e3:e2:5b:d2,72.240.104.198,RO66LEBZ6116154489115372,2025-06-25 06:40:14,7955,767,318,1009353,22bae179-9d44-4396-a1d8-e5d9aa5338f5
Iustina Dobre,iustinadobre,iustinadobre@kappa.ro,5210712410117,1979-11-29,"Bulevardul Ardelean, Turda, 882054",021 208 9237,04:6c:d5:3c:4d:cd,155.76.199.134,RO72PQSB6518513179537400,2025-06-25 06:40:14,25102,791,612,52044,21c6293d-84b9-46f1-9607-1aa0a808f7b6
Dochia Nemeș,dochianemeș,dochianemeș@acasa.ro,2690906014001,1982-05-16,"Soseaua Ababei Nr. 913 Bl. 78  Sc. 35 Ap. 374, Iernut, 487344",0762 984 807,e8:ac:6a:1b:25:a7,104.238.140.59,RO42OOPF2432664658657336,2025-06-25 06:40:14,24381,675,64,1759367,4fe917d6-0d1d-4290-bdd3-eefd11ea96b4
Măriuca Tudor,măriucatudor,măriucatudor@kappa.ro,8610612164317,2012-11-14,"Strada Grațiela Ene Nr. 37 Bl. 70  Sc. 43 Ap. 551, Balotesti, 776448",0723 176 931,85:52:cd:26:f9:44,150.134.82.189,RO52AKPL5898794415410219,2025-06-25 06:40:14,26606,752,393,924187,d07812a7-c611-4a2d-b0bb-095919f1fb98
Norbert Ioniță,norbertioniță,norbertioniță@141.ro,6041105264344,2005-03-28,"Strada Corina Ionescu, Pechea, 140071",0734 760 224,25:0c:96:bc:26:6e,83.138.16.255,RO78OFFU6820481241576733,2025-06-25 06:40:14,31563,416,736,1008704,8440e8c8-7c34-450c-a3ce-d56ac967a434
Adam Toma,adamtoma,adamtoma@post.ro,1930109363646,1911-12-18,"Intrarea Nistor Nr. 91 Bl. 12  Sc. 63 Ap. 256, Sancraiu de Mures, 903012",0754 826 029,73:ff:09:ac:4a:57,53.112.111.177,RO67QYNR0004416948828079,2025-06-25 06:40:14,31344,853,482,510316,42c01f23-2025-49d9-98a7-b3dbfc4bfe2d
Sidonia Dinu,sidoniadinu,sidoniadinu@kappa.ro,5200914159211,1911-12-12,"Bulevardul Ionescu Nr. 17, Iernut, 243238",0745 698 595,b9:c0:c9:2c:63:dc,110.140.246.207,RO53QXLV2475806777103374,2025-06-25 06:40:14,30921,691,767,1179676,7a2a71da-0d85-40df-b59c-7c7cefd9bc2c
Lorin Preda,lorinpreda,lorinpreda@post.ro,2611221355028,1986-03-24,"Drumul Stănescu, Fundulea, 346195",0263 222 090,76:8f:4b:2b:5c:ae,178.30.45.255,RO39OTFP8895217251350438,2025-06-25 06:40:14,8699,708,559,846460,d21879e5-f01a-4745-b39a-a95cc17d108e
Lucrețiu Dochioiu,lucrețiudochioiu,lucrețiudochioiu@kappa.ro,2021222068919,1922-10-22,"Soseaua Horea Preda, Afumati, 478052",0726 541 186,12:7b:2c:08:7e:d3,142.225.103.237,RO35NKYK3976942966497777,2025-06-25 06:40:14,1989,646,303,1748593,27b70eeb-cd05-4a63-b3c3-b77aefab2d59
Aida Tabacu,aidatabacu,aidatabacu@post.ro,6800524204746,1972-04-18,"Aleea Denisa Stănescu Nr. 133 Bl. 26  Sc. 63 Ap. 859, Ramnicu Sarat, 351492",0768 801 774,b4:d2:7f:b4:1c:74,180.144.30.59,RO55HHZJ8796930823362587,2025-06-25 06:40:14,30186,1,453,1711874,67533775-9693-4ec4-b911-dd7651f6d812
Leopoldina Dobre,leopoldinadobre,leopoldinadobre@gmail.com,1530229172211,1956-02-16,"Drumul Dinu Nr. 86, Murfatlar, 906632",0726 060 393,72:f2:d2:70:ea:02,194.204.151.211,RO55VFYY9502081331818375,2025-06-25 06:40:14,32832,615,796,521908,10988faf-ccaf-4c5a-a23b-84c5d7968c00
Ortansa Dinu,ortansadinu,ortansadinu@post.ro,5841022087490,1968-02-13,"Soseaua Toma Nr. 901 Bl. 55  Sc. 99 Ap. 996, Codlea, 959506",0732 904 341,12:5b:3f:d5:4a:a5,212.182.174.128,RO82BVAJ8454815049776387,2025-06-25 06:40:14,26063,451,294,117949,c7d9297b-0e2a-40d8-aff6-9fadff346205
Julieta Mazilescu,julietamazilescu,julietamazilescu@gmail.com,5460812023987,1992-05-14,"Bulevardul Dumitrescu, Nadlac, 109350",0269 035 021,94:43:10:06:a2:15,152.102.143.198,RO69OBVY5869149914921247,2025-06-25 06:40:14,806,89,471,174126,34adfcc2-1d0a-4241-b26c-1abdc2075e81
Betina Stancu,betinastancu,betinastancu@acasa.ro,8240218065809,1929-05-30,"Strada Dima Nr. 455 Bl. 45  Sc. 84 Ap. 133, Lunca Cetatuii, 459546",0786 916 031,1d:e0:3d:2e:c9:b8,45.177.110.139,RO63IDLJ1836049306557989,2025-06-25 06:40:14,14897,436,564,1964462,b467ffe2-c535-4679-aaf9-a4f0e742adcf
Avram Dumitrescu,avramdumitrescu,avramdumitrescu@acasa.ro,1390104199954,1921-08-26,"Soseaua Despina Dinu Nr. 57, Huedin, 313163",0261 718 703,76:b0:04:72:ca:af,147.178.254.129,RO43ZNLI5941874804094976,2025-06-25 06:40:14,13657,70,374,87930,31660821-5282-431a-b84b-970a964b8a6d
Valeria Dobre,valeriadobre,valeriadobre@kappa.ro,4921229042606,2018-06-22,"Drumul Ducu Diaconescu Nr. 467, Oltenita, 485782",0767 940 399,ba:e9:89:5c:84:98,96.223.118.121,RO11JULF6813315573672462,2025-06-25 06:40:14,31545,140,749,249407,ad726fa4-41f6-4364-a396-9b640e3c854a
Carmen Mocanu,carmenmocanu,carmenmocanu@zzup.ro,2180205132349,1932-11-06,"Strada Leana Tomescu Nr. 587, Vicovu de Sus, 754378",0733 873 090,8c:37:05:b3:cb:18,67.81.15.203,RO51BQOC1366585416823162,2025-06-25 06:40:14,34475,148,150,1765428,07db4a1b-f651-4f51-939b-1b8fa8b3a1c1
Nae Mazilescu,naemazilescu,naemazilescu@141.ro,6350803016779,1975-01-23,"Strada Pușcașu Nr. 959, Braila, 647989",0246 072 906,36:a6:b8:21:25:70,97.228.44.104,RO40UHJA9466113577174829,2025-06-25 06:40:14,16309,621,485,1731854,12fca23e-5048-41d7-bdc9-3da77fc9dc67
Monica Diaconu,monicadiaconu,monicadiaconu@acasa.ro,6050323047661,1913-05-29,"Drumul Eftimie Nr. 41, Bocsa, 589212",0756 841 334,44:91:6c:92:58:29,1.234.83.181,RO82VVXD1721041611632348,2025-06-25 06:40:14,14276,965,576,294644,14628277-b852-4f67-8ea9-6acb719a8878
Elisaveta Dumitrescu,elisavetadumitrescu,elisavetadumitrescu@kappa.ro,7450728032898,1985-12-02,"Intrarea Popa, Boldesti-Scaeni, 446335",0757 353 316,13:da:d5:b8:70:81,49.32.110.77,RO47ZHUB4013930180044911,2025-06-25 06:40:14,33007,10,46,74941,2005d06d-43a0-4be5-94fb-360ca35d4629
Constantina Tomescu,constantinatomescu,constantinatomescu@acasa.ro,1420509212912,1995-12-15,"Strada Tiberiu Stan Nr. 325, Aiud, 420949",0756 244 285,b3:74:e2:68:e5:3d,36.99.18.238,RO73OCOK8728165207813223,2025-06-25 06:40:14,23588,212,60,273889,82387f7c-5c1e-43ef-90de-f50873ee5f06
Lorin Tomescu,lorintomescu,lorintomescu@zzup.ro,4891013227257,2009-11-27,"Strada Manole Nr. 68, Peris, 292664",0260 752 179,7e:89:8b:24:6f:bf,74.188.112.75,RO36FDVM5426520128297508,2025-06-25 06:40:14,34873,170,615,1661186,b43c296e-d36f-4b55-95ef-d47e2eb70e25
Vasile Albu,vasilealbu,vasilealbu@acasa.ro,4060630239977,2024-03-11,"Drumul Dinu Nr. 91 Bl. 26  Sc. 55 Ap. 778, Apahida, 760053",0748 492 668,7a:02:13:bf:cc:83,15.52.183.142,RO12FGDW7632215191637937,2025-06-25 06:40:14,5081,750,16,1134193,29c36863-fcfd-4686-ae7d-e9377e01ebdb
Norica Nemeș,noricanemeș,noricanemeș@post.ro,1150121031625,2021-05-29,"Soseaua Sonia Diaconescu, Tuzla, 432319",0761 568 970,bc:1b:d4:ce:77:7d,109.213.15.93,RO55WMHP4826297576442425,2025-06-25 06:40:14,35001,454,634,674849,bdaf0629-0f51-41d4-a23f-e166edd642f7
Tudorița Nistor,tudorițanistor,tudorițanistor@zzup.ro,3150307290771,1920-04-20,"Drumul Saveta Voinea Nr. 621, Cajvana, 325686",0763 422 425,23:48:85:b0:13:8d,124.36.133.34,RO28UJIZ4655140010628393,2025-06-25 06:40:14,4441,742,680,98733,441f4f93-be42-4340-b37b-a6f3edecfbb7
Codrina Georgescu,codrinageorgescu,codrinageorgescu@email.ro,6650603386371,1919-05-08,"Strada Stan Nr. 964 Bl. 16  Sc. 55 Ap. 130, Corabia, 347448",0246 195 268,e8:39:68:b6:d9:7d,105.229.238.154,RO52KKZL0563637255977554,2025-06-25 06:40:14,13770,929,46,1767513,e99a2653-42f4-410e-9c92-0325f8651862
Florina Ionescu,florinaionescu,florinaionescu@acasa.ro,2810725338249,1972-01-19,"Bulevardul Mirona Dima Nr. 40, Negresti, 390575",0759 376 658,93:e0:0a:ff:7c:1a,47.103.159.214,RO11JXIZ0678373858079445,2025-06-25 06:40:14,28839,123,229,248572,a29a0b53-8ee5-4fea-be61-7d9195b98a8b
Nicoară Tudor,nicoarătudor,nicoarătudor@zzup.ro,4020103443228,2000-02-11,"Strada Toma Nr. 660 Bl. 18  Sc. 55 Ap. 251, Marasesti, 572395",0772 284 368,e8:83:67:1d:4a:b0,34.76.36.94,RO09YRSX0438131457011572,2025-06-25 06:40:14,28283,689,778,268190,07de90a9-4922-4c5f-a1ea-8c61a0ab016b
Niculina Dumitrescu,niculinadumitrescu,niculinadumitrescu@kappa.ro,5670115400831,1982-05-03,"Intrarea Ecaterina Georgescu Nr. 19, Darmanesti, 274595",0788 029 016,72:4d:fd:19:31:5f,109.82.199.164,RO34WMNO0656799231266136,2025-06-25 06:40:14,33885,802,487,876248,593cf14b-270c-43d3-9493-e8cbd201d6de
Smaranda Ionescu,smarandaionescu,smarandaionescu@email.ro,4380511414933,2013-08-22,"Strada Toma Nr. 74 Bl. 34  Sc. 93 Ap. 771, Murfatlar, 311486",0260 593 737,e2:69:e9:bd:be:e9,180.244.11.79,RO85UMKQ5672823259551292,2025-06-25 06:40:14,24575,716,153,1808227,1f380797-ba89-4b37-95e5-f6abcd58bdef
Loredana Barbu,loredanabarbu,loredanabarbu@zzup.ro,5841031343298,1955-06-13,"Bulevardul Dobre Nr. 995, Moisei, 711753",0738 492 835,26:3b:4e:c6:d1:6c,72.102.54.177,RO15NFBK0764904784938664,2025-06-25 06:40:14,29619,314,241,847327,ed59f520-22bc-48b9-9622-ef92cac71081
Sandu Aanei,sanduaanei,sanduaanei@post.ro,3011018389844,1995-07-12,"Drumul Ardelean Nr. 448, Ovidiu, 225603",0739 588 591,75:cb:2a:02:3d:53,73.32.56.144,RO08LVTH9311424466448549,2025-06-25 06:40:14,15068,855,286,1836866,40bfd7a5-30a7-485f-8426-050a8093eba0
Aristița Suciu,aristițasuciu,aristițasuciu@email.ro,4041126395705,1922-05-26,"Drumul Ionescu, Iasi, 456468",0269 025 991,d4:29:e2:23:e0:46,27.76.151.133,RO20WEXS1277455090710261,2025-06-25 06:40:14,642,677,525,923421,14300426-568d-4bdb-913a-24fbc1768fa2
Catrina Mocanu,catrinamocanu,catrinamocanu@email.ro,7920724432059,1983-04-21,"Intrarea Mirela Diaconu Nr. 436, Brad, 195773",0769 647 171,84:c9:8b:2b:67:41,207.133.189.169,RO80XDVO0419607209197870,2025-06-25 06:40:14,35623,834,619,1473616,231aa990-a456-43b1-b143-300a42dffaca
Julieta Niță,julietaniță,julietaniță@acasa.ro,7650222060747,1983-10-16,"Soseaua Melania Stancu, Salonta, 788810",0258 559 755,1b:07:15:67:0b:e0,52.36.206.4,RO10SUOW0730495267558768,2025-06-25 06:40:14,20058,173,797,567834,edfec2af-37e8-47e5-b7b0-199b20c59631
Valeriu Florea,valeriuflorea,valeriuflorea@post.ro,5260722183167,1965-04-19,"Intrarea Eftimie Nr. 943 Bl. 64  Sc. 78 Ap. 158, Otopeni, 388965",0240 157 531,c5:33:eb:04:1c:5d,85.124.242.187,RO26OXHN8649353421025067,2025-06-25 06:40:14,19607,404,669,429121,20c7a628-22b7-42b6-b992-887f799b8f4c
Eugenia Nistor,eugenianistor,eugenianistor@kappa.ro,6840105393234,2010-12-21,"Bulevardul Denis Ene Nr. 81 Bl. 24  Sc. 99 Ap. 589, Pipera (Voluntari), 176052",0770 370 406,61:b7:25:db:bb:be,121.220.81.79,RO75FSEM8223087160725199,2025-06-25 06:40:14,35023,967,58,58471,8db79591-b0ef-4a31-aa09-f8bf833dc5ee
Răzvan Eftimie,răzvaneftimie,răzvaneftimie@141.ro,4430109339964,1989-12-23,"Aleea Theodor Albu, Campina, 248979",0235 929 838,38:b0:5e:61:26:eb,101.83.32.244,RO27VIZJ7423309373833376,2025-06-25 06:40:14,10295,894,304,702329,9fd3172a-2db7-45b9-861b-26d5121c6181
Carina Suciu,carinasuciu,carinasuciu@acasa.ro,7510418250731,1974-03-03,"Soseaua Suciu, Strejnicu, 169531",0726 090 725,cf:b3:f1:5f:ca:ab,99.246.254.217,RO65ZVIT0611763829489086,2025-06-25 06:40:14,14075,867,227,263428,da2105ca-3fa5-4d7b-bd53-ce79bc7e3120
Dinu Barbu,dinubarbu,dinubarbu@141.ro,4010713364114,1954-09-17,"Drumul Stan Nr. 11, Comanesti, 419924",0745 700 021,39:5d:54:8a:6c:17,87.51.51.209,RO37OXQU0919685960150717,2025-06-25 06:40:14,34534,870,747,595521,c27a397a-2ffe-4acb-a2f0-f3ccfdc183b1
Maria Barbu,mariabarbu,mariabarbu@kappa.ro,5160216338952,2007-08-15,"Bulevardul Dumitrana Eftimie, Horodnic de Sus, 542195",0770 022 489,aa:5a:75:6d:07:0f,209.41.144.215,RO15QINM6995169174186065,2025-06-25 06:40:14,10882,942,737,617505,445deb30-04ee-4f08-9eb2-9596ad5f7b8a
Lucian Dumitrescu,luciandumitrescu,luciandumitrescu@gmail.com,1641229184584,1917-01-05,"Aleea Petre Pușcașu Nr. 84, Buzau, 332066",0261 187 232,5a:96:7d:b9:06:69,66.122.164.56,RO97GZWB6893116304080753,2025-06-25 06:40:14,33472,63,240,650723,614c8069-f53c-4a10-9f78-e6ff21b2e120
Marioara Ardelean,marioaraardelean,marioaraardelean@kappa.ro,5190803014116,1971-09-16,"Drumul Mocanu Nr. 753 Bl. 72  Sc. 10 Ap. 154, Aiud, 830312",0259 736 160,83:b8:49:83:87:b9,7.244.8.51,RO87XAGP8722220778537414,2025-06-25 06:40:14,19756,345,392,1218717,9416ebc9-46cf-4cdc-a537-778d48568be0
Marcheta Oprea,marchetaoprea,marchetaoprea@post.ro,3700419045126,1981-04-14,"Bulevardul Stancu, Avrig, 510905",0726 609 592,0c:83:60:d5:9a:d5,67.221.202.56,RO93CRGT7998627131790640,2025-06-25 06:40:14,19310,717,483,1856969,d5942fb1-bb2f-4372-911e-cb487f5ae2a7
Gheorghiță Popescu,gheorghițăpopescu,gheorghițăpopescu@email.ro,5580109269688,1948-12-01,"Aleea Stoica Nr. 222, Gilau, 592699",0732 332 272,b8:fa:65:05:b6:25,172.56.109.102,RO07ZFHA2386774737015403,2025-06-25 06:40:14,1282,191,560,163024,6695b283-6dfb-4029-8f14-eb54f61ab4fc
Jenel Tudor,jeneltudor,jeneltudor@kappa.ro,2611120331644,1997-04-01,"Soseaua Stancu, Negresti, 237612",0265 161 544,9c:55:95:66:45:0c,182.43.118.81,RO71PKND8094715684158641,2025-06-25 06:40:14,7627,485,156,490819,066c0c5a-d96c-40f3-8c1d-699c41fb44e5
Horațiu Mazilescu,horațiumazilescu,horațiumazilescu@acasa.ro,6240901026501,1967-04-09,"Bulevardul Toma Nr. 692 Bl. 71  Sc. 99 Ap. 265, Moisei, 121820",0245 347 704,55:57:e6:7d:ab:81,161.155.11.53,RO53URJW2711798213266026,2025-06-25 06:40:14,32493,708,30,1713599,c6fc5fb6-70d7-46ce-a4e3-96e4a70041c8
Eugen Tudor,eugentudor,eugentudor@kappa.ro,2601106453361,1948-03-04,"Soseaua Lică Preda, Balotesti, 416882",0235 532 160,4a:92:8f:8c:76:cb,203.110.156.27,RO15UPPX7869557032391011,2025-06-25 06:40:14,19180,655,190,179838,5429c47a-bf3c-424c-abb4-23fffdff535e
Cristian Stancu,cristianstancu,cristianstancu@post.ro,5870204239951,2007-10-01,"Intrarea Stan Nr. 21, Arbore, 778006",0741 334 303,cb:d3:fc:b1:62:73,91.217.29.140,RO55WUCX3422785585200760,2025-06-25 06:40:14,22122,250,590,728529,ca25907a-a8a5-48b4-91f6-2d5de976f974
Severina Diaconescu,severinadiaconescu,severinadiaconescu@141.ro,2020325452426,1912-01-15,"Soseaua Toma Nr. 98, Pantelimon, 641402",0752 073 496,aa:7b:95:eb:ac:a7,133.47.251.123,RO17ZHKB0857511051811242,2025-06-25 06:40:14,33408,763,649,444260,6bcb1f96-b01c-4397-a756-b51f8ddf9795
Luana Dumitrescu,luanadumitrescu,luanadumitrescu@acasa.ro,6041013282271,1915-08-03,"Soseaua Manole, Poiana Mare, 491641",0259 635 963,fb:0c:f0:18:00:ef,104.206.100.217,RO40FHFC0699122638449649,2025-06-25 06:40:14,25553,632,454,1190811,dd15c987-c68f-41a9-b4de-9b6597a1cdaf
Cosmin Barbu,cosminbarbu,cosminbarbu@kappa.ro,2491005155024,1968-04-05,"Drumul Nistor Nr. 66, Targu Frumos, 631925",0766 932 384,91:b8:6b:d1:ee:1a,191.30.171.67,RO06IFFV8477544889910674,2025-06-25 06:40:14,31340,945,673,1939209,44eb1a56-aa53-4777-ac57-b77688e6a359
Pătru Tudor,pătrutudor,pătrutudor@email.ro,5990220014011,1978-12-29,"Soseaua Ioniță Nr. 86 Bl. 35  Sc. 23 Ap. 947, Miercurea-Ciuc, 190468",0263 447 288,1f:0e:17:ef:04:c1,141.154.136.114,RO71MCQW1379543360044832,2025-06-25 06:40:14,21618,602,469,985184,cad7e718-e321-47f5-862c-dd5bd5b6d533
Teohari Albu,teoharialbu,teoharialbu@141.ro,8160917059633,1919-06-18,"Strada Daiana Diaconu Nr. 63 Bl. 80  Sc. 48 Ap. 585, Dorohoi, 327815",0755 700 340,47:33:8a:92:1f:2d,200.53.59.237,RO88CSSV6471415889461744,2025-06-25 06:40:14,5769,154,528,1771213,d74fafcf-bdbd-4b53-a51a-ca9917daa898
Adonis Voinea,adonisvoinea,adonisvoinea@acasa.ro,3780426051356,1916-12-27,"Bulevardul Diaconu Nr. 183 Bl. 99  Sc. 60 Ap. 126, Dej, 767066",0720 720 417,94:2b:69:17:5a:19,64.113.165.13,RO68CRWY3710968537915628,2025-06-25 06:40:14,31896,29,497,978788,0d3ec8f7-d957-482e-b596-cb10477976e9
Filip Nemeș,filipnemeș,filipnemeș@email.ro,7830409310949,1948-10-31,"Aleea Oprea Nr. 34, Baia Sprie, 318493",0736 690 484,99:46:af:37:f7:87,197.89.233.18,RO58YWHN0326438890188328,2025-06-25 06:40:14,2151,615,282,1170735,b2ffaa1c-1f54-4416-978a-a6c04a797270
Vladimir Niță,vladimirniță,vladimirniță@acasa.ro,1591220124214,1966-10-17,"Bulevardul Ene, Brad, 563110",0235 560 314,7f:e0:df:db:c1:28,164.139.188.28,RO68PASK4898647709866384,2025-06-25 06:40:14,35801,132,545,234838,35c86438-aa21-4d23-88b1-80923a2183b6
Giorgiana Dima,giorgianadima,giorgianadima@gmail.com,7330611334309,1962-12-08,"Intrarea Antoaneta Tomescu Nr. 236 Bl. 85  Sc. 74 Ap. 633, Fagetel (Remetea), 186737",0732 628 565,b5:10:d8:5a:a2:29,118.241.206.104,RO11LYVU5073621724541738,2025-06-25 06:40:14,22299,65,726,456136,f9af3eee-cdba-4736-a2dc-7fd3a87e320f
Cedrin Dobre,cedrindobre,cedrindobre@email.ro,6111015114064,2001-10-21,"Strada Marin Nr. 23, Constanta, 603160",0784 807 818,ab:fe:ea:6a:6a:20,119.252.170.100,RO89KNSO2655443392178943,2025-06-25 06:40:14,7807,642,797,454718,fef13d1d-eef8-4767-8e14-0f1e8519544f
Benone Popescu,benonepopescu,benonepopescu@zzup.ro,4340808337084,1989-08-07,"Drumul Amedeu Eftimie, Gheorgheni, 572889",0252 940 036,ea:c8:d5:56:00:a9,56.235.63.29,RO41YSFC2396795423954422,2025-06-25 06:40:14,35189,290,766,1152590,28258023-4de5-46cf-b28f-115939d32239
Marinela Suciu,marinelasuciu,marinelasuciu@post.ro,8660323362062,1926-05-31,"Bulevardul Lucrețiu Stancu, Victoria, 861839",0735 400 689,97:89:e5:91:8b:30,40.152.24.101,RO83TFNN6020888919023824,2025-06-25 06:40:14,21639,92,429,1109636,6466e95a-9929-4523-9c43-c9c1751293ef
Leonard Stănescu,leonardstănescu,leonardstănescu@141.ro,6241206447132,1956-12-14,"Intrarea Dochioiu Nr. 49, Balan, 942490",0788 883 620,a6:dd:30:45:10:c7,37.54.171.214,RO39SJIT2662920965976953,2025-06-25 06:40:14,22450,333,296,1887201,0caa165d-b373-47fe-81fa-3c772bdc1ab5
Agnos Ardelean,agnosardelean,agnosardelean@gmail.com,4860304439962,1911-01-17,"Intrarea Ioan Ene Nr. 273, Galati, 138834",0735 825 589,88:da:8c:d1:04:15,48.186.125.54,RO69KWIK8821167348189837,2025-06-25 06:40:14,1697,720,477,601090,27eea472-d657-4c42-a955-ecc165517d67
Erica Ionescu,ericaionescu,ericaionescu@acasa.ro,8950814285267,1965-11-20,"Aleea Florea, Craiova, 181161",0761 726 745,b0:29:29:1e:74:53,214.194.129.241,RO60TJRA4112971868038811,2025-06-25 06:40:14,8168,226,308,362636,19f10633-3ae0-4f64-a6ec-716ad533631e
Horea Ababei,horeaababei,horeaababei@141.ro,2530313015562,2009-07-14,"Aleea Robert Stan, Sebes, 737381",0780 572 168,f4:da:2e:9e:49:3f,57.222.172.129,RO59UARK8725771357816054,2025-06-25 06:40:14,12232,311,469,1452835,2a0897de-e287-48d0-b8c6-8ea398b5aa08
Iulia Nistor,iulianistor,iulianistor@kappa.ro,4360108224280,1962-02-08,"Strada Ionescu, Calafat, 427849",0740 533 549,9d:12:f8:f5:a4:89,60.54.105.75,RO45BLUA8093499034347532,2025-06-25 06:40:14,32274,157,157,1762429,50561615-2adc-4c5f-a9f4-1ec6826a3743
Geanina Ioniță,geaninaioniță,geaninaioniță@zzup.ro,1260129431531,1972-04-19,"Drumul Toma Nr. 90 Bl. 73  Sc. 89 Ap. 974, Barbulesti, 445716",0734 666 708,cf:71:96:47:ea:fd,23.177.180.41,RO05HPCW2054569504344219,2025-06-25 06:40:14,29139,742,413,1406500,50c7dc36-4ec8-47cf-a22b-7aae007cac7e
Ilarie Nistor,ilarienistor,ilarienistor@zzup.ro,4710808443186,2010-12-29,"Aleea Pop Nr. 421, Lumina, 544303",0759 872 540,de:d0:c5:9e:e1:ab,193.243.136.21,RO31OVGF8333508947522944,2025-06-25 06:40:14,28519,865,794,680471,fc7c69fd-670a-4660-86fc-3bd3bb50f2cc
Gregorian Popescu,gregorianpopescu,gregorianpopescu@email.ro,7360420081883,1938-05-30,"Drumul Stoica Nr. 60, Siria, 792778",0788 974 726,c9:4e:53:88:cc:ff,143.144.65.237,RO87AIEO9991722741724682,2025-06-25 06:40:14,1655,709,251,1679813,78033e67-7dcd-45c8-b4cd-91a6d9a10be4
Adi Stănescu,adistănescu,adistănescu@acasa.ro,3980922308794,2001-02-28,"Intrarea Tudor Nr. 80 Bl. 29  Sc. 40 Ap. 363, Anina, 657921",0765 218 202,1e:b3:ce:c1:88:d6,215.86.65.65,RO87IILW5741085616303236,2025-06-25 06:40:14,20922,760,116,1225798,d9028f39-339f-47ce-845c-526af7217e92
Ghiță Marin,ghițămarin,ghițămarin@kappa.ro,1150821205799,1987-02-23,"Drumul Nistor Nr. 49, Roman, 287349",0743 899 649,dd:77:39:8b:3a:5d,116.198.157.237,RO96MOQM1823815581531287,2025-06-25 06:40:14,23930,503,736,1042981,bddb2cd2-7e7c-4c13-a401-6783f0ca0fa0
Adelina Tomescu,adelinatomescu,adelinatomescu@acasa.ro,4220225032899,1927-12-06,"Strada Nemeș Nr. 10 Bl. 73  Sc. 54 Ap. 893, Nasaud, 906830",021 380 7348,36:59:7a:01:24:4d,162.152.40.56,RO24VAZB7567166274570229,2025-06-25 06:40:14,32321,66,218,97035,0c58957c-fb81-47a1-995e-1f6cb684bf09
Viviana Stancu,vivianastancu,vivianastancu@gmail.com,2980106337590,1939-12-05,"Soseaua Tomescu Nr. 17, Floresti, 860930",0264 863 375,76:8d:f5:c4:c7:dd,186.84.226.21,RO09HTZD9253331893065888,2025-06-25 06:40:14,21708,391,53,1287885,8dccbee3-90b7-48e3-8f0d-f6de6dd80b0b
Dochia Voinea,dochiavoinea,dochiavoinea@141.ro,3440817361138,1960-10-18,"Bulevardul Valentina Dumitrescu Nr. 182, Piatra-Neamt, 846638",0240 073 184,92:8c:31:bc:b0:bd,154.78.247.233,RO89FJYV4938999142677932,2025-06-25 06:40:14,13365,495,132,1582764,4b941733-caa9-4a83-bbc2-b4ec6232bcea
Leopoldina Florea,leopoldinaflorea,leopoldinaflorea@gmail.com,8090928467287,1989-09-30,"Intrarea Iustinian Dima Nr. 721, Marginea, 357520",0727 371 653,7b:29:5c:28:62:83,71.181.165.94,RO65BQFS5538999469813564,2025-06-25 06:40:14,1745,353,141,208068,642856d8-838a-4b8c-b30e-1eb2abf8cf61
Noemi Dobre,noemidobre,noemidobre@email.ro,6001120182126,1999-12-26,"Intrarea Manole, Rosiori de Vede, 825025",0257 241 887,9e:36:4e:31:6c:9f,172.93.15.118,RO40GKOR7109396204426978,2025-06-25 06:40:14,5022,666,759,862288,74c0b5fb-4ee6-47f1-876a-df18fd55392a
